Match_ID,Team1,Team2,Team1_Strength,Team2_Strength,Team1_Form,Team2_Form,Venue,Weather,Toss_Winner,Toss_Decision,Home_Advantage,Winner
2387,Mumbai Indians,Chennai Super Kings,71.65,71.19,60,66,Chepauk,Sunny,Mumbai Indians,Field,3,Chennai Super Kings
2388,Gujarat Titans,Kolkata Knight Riders,70.1,71.5,65,72,Rajiv Gandhi Stadium,Cloudy,Gujarat Titans,Bat,8,Kolkata Knight Riders
2389,Delhi Capitals,Punjab Kings,71.2,70.57,83,66,Eden Gardens,Dew,Delhi Capitals,Field,3,Delhi Capitals
2390,Delhi Capitals,Punjab Kings,71.2,70.57,69,96,Rajiv Gandhi Stadium,Cloudy,Punjab Kings,Bat,6,Punjab Kings
2391,Lucknow Super Giants,Royal Challengers Bengaluru,73.13,70.57,79,97,Ekana Stadium,Dew,Royal Challengers Bengaluru,Field,5,Royal Challengers Bengaluru
2392,Kolkata Knight Riders,Royal Challengers Bengaluru,71.5,70.57,85,61,Chepauk,Humid,Kolkata Knight Riders,Field,7,Kolkata Knight Riders
2393,Mumbai Indians,Punjab Kings,71.65,70.57,64,69,Rajiv Gandhi Stadium,Dew,Punjab Kings,Bat,4,Mumbai Indians
2394,Chennai Super Kings,Punjab Kings,71.19,70.57,62,45,Narendra Modi Stadium,Dew,Punjab Kings,Bat,4,Punjab Kings
2395,Mumbai Indians,Gujarat Titans,71.65,70.1,43,79,Wankhede Stadium,Sunny,Mumbai Indians,Field,0,Mumbai Indians
2396,Royal Challengers Bengaluru,Sunrisers Hyderabad,70.57,72.04,55,87,Narendra Modi Stadium,Humid,Sunrisers Hyderabad,Bat,8,Sunrisers Hyderabad
2397,Chennai Super Kings,Delhi Capitals,71.19,71.2,55,61,Chepauk,Cloudy,Chennai Super Kings,Field,6,Chennai Super Kings
2398,Lucknow Super Giants,Gujarat Titans,73.13,70.1,56,69,Wankhede Stadium,Sunny,Lucknow Super Giants,Bat,3,Lucknow Super Giants
2399,Delhi Capitals,Chennai Super Kings,71.2,71.19,44,45,Rajiv Gandhi Stadium,Humid,Delhi Capitals,Bat,8,Delhi Capitals
2400,Punjab Kings,Kolkata Knight Riders,70.57,71.5,65,67,Eden Gardens,Humid,Kolkata Knight Riders,Field,7,Punjab Kings
2401,Chennai Super Kings,Royal Challengers Bengaluru,71.19,70.57,71,82,Wankhede Stadium,Humid,Royal Challengers Bengaluru,Field,6,Royal Challengers Bengaluru
2402,Royal Challengers Bengaluru,Sunrisers Hyderabad,70.57,72.04,85,79,Wankhede Stadium,Humid,Royal Challengers Bengaluru,Field,6,Sunrisers Hyderabad
2403,Royal Challengers Bengaluru,Rajasthan Royals,70.57,72.07,57,85,Chepauk,Cloudy,Royal Challengers Bengaluru,Bat,2,Royal Challengers Bengaluru
2404,Kolkata Knight Riders,Lucknow Super Giants,71.5,73.13,60,57,Ekana Stadium,Cloudy,Lucknow Super Giants,Bat,2,Lucknow Super Giants
2405,Rajasthan Royals,Royal Challengers Bengaluru,72.07,70.57,64,64,Wankhede Stadium,Humid,Royal Challengers Bengaluru,Field,7,Rajasthan Royals
2406,Rajasthan Royals,Kolkata Knight Riders,72.07,71.5,69,86,Arun Jaitley Stadium,Cloudy,Kolkata Knight Riders,Field,4,Kolkata Knight Riders
2407,Delhi Capitals,Kolkata Knight Riders,71.2,71.5,58,46,Wankhede Stadium,Cloudy,Delhi Capitals,Field,10,Kolkata Knight Riders
2408,Chennai Super Kings,Gujarat Titans,71.19,70.1,59,99,Ekana Stadium,Dew,Gujarat Titans,Bat,3,Gujarat Titans
2409,Royal Challengers Bengaluru,Mumbai Indians,70.57,71.65,40,49,Arun Jaitley Stadium,Humid,Royal Challengers Bengaluru,Field,6,Mumbai Indians
2410,Mumbai Indians,Royal Challengers Bengaluru,71.65,70.57,89,74,Arun Jaitley Stadium,Cloudy,Mumbai Indians,Field,8,Mumbai Indians
2411,Gujarat Titans,Lucknow Super Giants,70.1,73.13,91,76,Narendra Modi Stadium,Sunny,Gujarat Titans,Field,5,Gujarat Titans
2412,Rajasthan Royals,Chennai Super Kings,72.07,71.19,69,62,Chepauk,Cloudy,Rajasthan Royals,Bat,9,Rajasthan Royals
2413,Rajasthan Royals,Royal Challengers Bengaluru,72.07,70.57,97,85,Wankhede Stadium,Sunny,Rajasthan Royals,Bat,4,Rajasthan Royals
2414,Gujarat Titans,Sunrisers Hyderabad,70.1,72.04,59,98,Chepauk,Sunny,Sunrisers Hyderabad,Field,3,Sunrisers Hyderabad
2415,Rajasthan Royals,Sunrisers Hyderabad,72.07,72.04,44,72,Arun Jaitley Stadium,Cloudy,Sunrisers Hyderabad,Bat,4,Sunrisers Hyderabad
2416,Rajasthan Royals,Mumbai Indians,72.07,71.65,55,45,Arun Jaitley Stadium,Humid,Mumbai Indians,Bat,0,Rajasthan Royals
2417,Lucknow Super Giants,Kolkata Knight Riders,73.13,71.5,58,40,Ekana Stadium,Dew,Lucknow Super Giants,Bat,0,Lucknow Super Giants
2418,Gujarat Titans,Royal Challengers Bengaluru,70.1,70.57,59,82,Arun Jaitley Stadium,Humid,Royal Challengers Bengaluru,Field,6,Royal Challengers Bengaluru
2419,Kolkata Knight Riders,Rajasthan Royals,71.5,72.07,90,75,Chepauk,Sunny,Kolkata Knight Riders,Field,9,Kolkata Knight Riders
2420,Lucknow Super Giants,Chennai Super Kings,73.13,71.19,59,83,Eden Gardens,Sunny,Lucknow Super Giants,Field,1,Lucknow Super Giants
2421,Chennai Super Kings,Rajasthan Royals,71.19,72.07,41,43,Chepauk,Cloudy,Rajasthan Royals,Bat,1,Rajasthan Royals
2422,Sunrisers Hyderabad,Gujarat Titans,72.04,70.1,83,45,Ekana Stadium,Humid,Gujarat Titans,Bat,10,Sunrisers Hyderabad
2423,Chennai Super Kings,Sunrisers Hyderabad,71.19,72.04,41,73,Chinnaswamy Stadium,Humid,Sunrisers Hyderabad,Bat,0,Sunrisers Hyderabad
2424,Delhi Capitals,Punjab Kings,71.2,70.57,48,88,Chepauk,Dew,Delhi Capitals,Bat,2,Delhi Capitals
2425,Punjab Kings,Kolkata Knight Riders,70.57,71.5,75,61,Ekana Stadium,Cloudy,Kolkata Knight Riders,Bat,8,Punjab Kings
2426,Rajasthan Royals,Kolkata Knight Riders,72.07,71.5,61,51,Wankhede Stadium,Humid,Rajasthan Royals,Bat,10,Rajasthan Royals
2427,Lucknow Super Giants,Kolkata Knight Riders,73.13,71.5,75,41,Chepauk,Cloudy,Kolkata Knight Riders,Bat,6,Lucknow Super Giants
2428,Kolkata Knight Riders,Punjab Kings,71.5,70.57,91,65,Arun Jaitley Stadium,Sunny,Kolkata Knight Riders,Field,1,Kolkata Knight Riders
2429,Delhi Capitals,Chennai Super Kings,71.2,71.19,65,84,Narendra Modi Stadium,Cloudy,Delhi Capitals,Bat,6,Chennai Super Kings
2430,Sunrisers Hyderabad,Mumbai Indians,72.04,71.65,72,75,Ekana Stadium,Dew,Mumbai Indians,Field,6,Mumbai Indians
2431,Mumbai Indians,Rajasthan Royals,71.65,72.07,53,64,Wankhede Stadium,Dew,Mumbai Indians,Bat,9,Rajasthan Royals
2432,Mumbai Indians,Royal Challengers Bengaluru,71.65,70.57,64,40,Narendra Modi Stadium,Dew,Royal Challengers Bengaluru,Field,1,Mumbai Indians
2433,Lucknow Super Giants,Mumbai Indians,73.13,71.65,61,47,Narendra Modi Stadium,Humid,Lucknow Super Giants,Bat,9,Lucknow Super Giants
2434,Rajasthan Royals,Kolkata Knight Riders,72.07,71.5,69,91,Wankhede Stadium,Humid,Rajasthan Royals,Field,7,Kolkata Knight Riders
2435,Rajasthan Royals,Chennai Super Kings,72.07,71.19,70,53,Wankhede Stadium,Humid,Rajasthan Royals,Bat,10,Rajasthan Royals
2436,Kolkata Knight Riders,Royal Challengers Bengaluru,71.5,70.57,88,73,Rajiv Gandhi Stadium,Dew,Royal Challengers Bengaluru,Field,10,Royal Challengers Bengaluru
2437,Royal Challengers Bengaluru,Sunrisers Hyderabad,70.57,72.04,95,96,Chepauk,Cloudy,Royal Challengers Bengaluru,Bat,8,Sunrisers Hyderabad
2438,Chennai Super Kings,Royal Challengers Bengaluru,71.19,70.57,72,61,Rajiv Gandhi Stadium,Humid,Royal Challengers Bengaluru,Field,6,Chennai Super Kings
2439,Chennai Super Kings,Kolkata Knight Riders,71.19,71.5,60,91,Chinnaswamy Stadium,Dew,Kolkata Knight Riders,Field,9,Kolkata Knight Riders
2440,Rajasthan Royals,Mumbai Indians,72.07,71.65,62,80,Chinnaswamy Stadium,Sunny,Mumbai Indians,Field,5,Mumbai Indians
2441,Sunrisers Hyderabad,Royal Challengers Bengaluru,72.04,70.57,84,79,Ekana Stadium,Humid,Royal Challengers Bengaluru,Field,1,Sunrisers Hyderabad
2442,Royal Challengers Bengaluru,Chennai Super Kings,70.57,71.19,83,96,Chepauk,Dew,Chennai Super Kings,Field,1,Chennai Super Kings
2443,Gujarat Titans,Punjab Kings,70.1,70.57,67,56,Arun Jaitley Stadium,Cloudy,Punjab Kings,Field,5,Punjab Kings
2444,Chennai Super Kings,Kolkata Knight Riders,71.19,71.5,96,47,Rajiv Gandhi Stadium,Dew,Kolkata Knight Riders,Bat,0,Chennai Super Kings
2445,Delhi Capitals,Royal Challengers Bengaluru,71.2,70.57,92,51,Wankhede Stadium,Sunny,Royal Challengers Bengaluru,Bat,0,Royal Challengers Bengaluru
2446,Sunrisers Hyderabad,Gujarat Titans,72.04,70.1,99,57,Chepauk,Cloudy,Gujarat Titans,Bat,4,Sunrisers Hyderabad
2447,Chennai Super Kings,Royal Challengers Bengaluru,71.19,70.57,43,76,Narendra Modi Stadium,Dew,Chennai Super Kings,Bat,10,Royal Challengers Bengaluru
2448,Mumbai Indians,Gujarat Titans,71.65,70.1,98,59,Wankhede Stadium,Sunny,Gujarat Titans,Bat,7,Mumbai Indians
2449,Chennai Super Kings,Gujarat Titans,71.19,70.1,87,71,Eden Gardens,Humid,Gujarat Titans,Field,4,Gujarat Titans
2450,Sunrisers Hyderabad,Chennai Super Kings,72.04,71.19,42,79,Rajiv Gandhi Stadium,Dew,Chennai Super Kings,Field,10,Chennai Super Kings
2451,Delhi Capitals,Mumbai Indians,71.2,71.65,65,99,Narendra Modi Stadium,Sunny,Delhi Capitals,Bat,8,Mumbai Indians
2452,Sunrisers Hyderabad,Royal Challengers Bengaluru,72.04,70.57,63,87,Wankhede Stadium,Cloudy,Sunrisers Hyderabad,Field,5,Sunrisers Hyderabad
2453,Mumbai Indians,Royal Challengers Bengaluru,71.65,70.57,55,95,Wankhede Stadium,Dew,Royal Challengers Bengaluru,Field,5,Royal Challengers Bengaluru
2454,Sunrisers Hyderabad,Chennai Super Kings,72.04,71.19,56,53,Arun Jaitley Stadium,Dew,Chennai Super Kings,Field,4,Sunrisers Hyderabad
2455,Lucknow Super Giants,Punjab Kings,73.13,70.57,93,61,Eden Gardens,Sunny,Lucknow Super Giants,Field,7,Lucknow Super Giants
2456,Kolkata Knight Riders,Gujarat Titans,71.5,70.1,46,90,Narendra Modi Stadium,Cloudy,Gujarat Titans,Bat,10,Gujarat Titans
2457,Sunrisers Hyderabad,Royal Challengers Bengaluru,72.04,70.57,88,83,Chinnaswamy Stadium,Humid,Royal Challengers Bengaluru,Field,7,Sunrisers Hyderabad
2458,Gujarat Titans,Lucknow Super Giants,70.1,73.13,70,41,Arun Jaitley Stadium,Humid,Lucknow Super Giants,Field,10,Gujarat Titans
2459,Mumbai Indians,Chennai Super Kings,71.65,71.19,74,70,Ekana Stadium,Sunny,Chennai Super Kings,Field,9,Chennai Super Kings
2460,Gujarat Titans,Kolkata Knight Riders,70.1,71.5,89,79,Wankhede Stadium,Dew,Kolkata Knight Riders,Bat,4,Kolkata Knight Riders
2461,Punjab Kings,Gujarat Titans,70.57,70.1,47,43,Wankhede Stadium,Sunny,Punjab Kings,Field,10,Gujarat Titans
2462,Kolkata Knight Riders,Gujarat Titans,71.5,70.1,55,82,Eden Gardens,Humid,Gujarat Titans,Bat,2,Gujarat Titans
2463,Delhi Capitals,Chennai Super Kings,71.2,71.19,56,46,Chinnaswamy Stadium,Humid,Chennai Super Kings,Field,4,Chennai Super Kings
2464,Delhi Capitals,Punjab Kings,71.2,70.57,53,79,Arun Jaitley Stadium,Cloudy,Delhi Capitals,Bat,8,Delhi Capitals
2465,Gujarat Titans,Delhi Capitals,70.1,71.2,71,87,Narendra Modi Stadium,Dew,Delhi Capitals,Bat,10,Gujarat Titans
2466,Royal Challengers Bengaluru,Kolkata Knight Riders,70.57,71.5,80,80,Eden Gardens,Cloudy,Kolkata Knight Riders,Bat,3,Kolkata Knight Riders
2467,Kolkata Knight Riders,Punjab Kings,71.5,70.57,40,59,Wankhede Stadium,Dew,Kolkata Knight Riders,Field,6,Punjab Kings
2468,Rajasthan Royals,Kolkata Knight Riders,72.07,71.5,86,71,Ekana Stadium,Cloudy,Kolkata Knight Riders,Bat,8,Kolkata Knight Riders
2469,Lucknow Super Giants,Royal Challengers Bengaluru,73.13,70.57,85,53,Ekana Stadium,Humid,Royal Challengers Bengaluru,Field,0,Lucknow Super Giants
2470,Chennai Super Kings,Rajasthan Royals,71.19,72.07,41,44,Ekana Stadium,Humid,Chennai Super Kings,Bat,1,Chennai Super Kings
2471,Gujarat Titans,Kolkata Knight Riders,70.1,71.5,76,42,Ekana Stadium,Dew,Gujarat Titans,Field,5,Gujarat Titans
2472,Rajasthan Royals,Delhi Capitals,72.07,71.2,77,91,Chinnaswamy Stadium,Dew,Delhi Capitals,Field,10,Delhi Capitals
2473,Punjab Kings,Mumbai Indians,70.57,71.65,63,96,Arun Jaitley Stadium,Dew,Punjab Kings,Field,0,Punjab Kings
2474,Kolkata Knight Riders,Rajasthan Royals,71.5,72.07,53,54,Arun Jaitley Stadium,Sunny,Kolkata Knight Riders,Bat,1,Kolkata Knight Riders
2475,Kolkata Knight Riders,Sunrisers Hyderabad,71.5,72.04,71,80,Narendra Modi Stadium,Cloudy,Sunrisers Hyderabad,Field,10,Kolkata Knight Riders
2476,Gujarat Titans,Chennai Super Kings,70.1,71.19,68,89,Eden Gardens,Humid,Gujarat Titans,Bat,10,Chennai Super Kings
2477,Mumbai Indians,Delhi Capitals,71.65,71.2,89,80,Rajiv Gandhi Stadium,Humid,Mumbai Indians,Field,0,Mumbai Indians
2478,Chennai Super Kings,Mumbai Indians,71.19,71.65,97,86,Ekana Stadium,Humid,Chennai Super Kings,Bat,8,Chennai Super Kings
2479,Gujarat Titans,Rajasthan Royals,70.1,72.07,45,91,Chepauk,Cloudy,Gujarat Titans,Bat,1,Rajasthan Royals
2480,Sunrisers Hyderabad,Chennai Super Kings,72.04,71.19,45,99,Eden Gardens,Dew,Sunrisers Hyderabad,Field,9,Sunrisers Hyderabad
2481,Delhi Capitals,Punjab Kings,71.2,70.57,56,80,Narendra Modi Stadium,Dew,Punjab Kings,Bat,2,Punjab Kings
2482,Rajasthan Royals,Gujarat Titans,72.07,70.1,73,46,Arun Jaitley Stadium,Sunny,Rajasthan Royals,Field,7,Rajasthan Royals
2483,Sunrisers Hyderabad,Lucknow Super Giants,72.04,73.13,53,75,Eden Gardens,Cloudy,Lucknow Super Giants,Field,8,Sunrisers Hyderabad
2484,Kolkata Knight Riders,Punjab Kings,71.5,70.57,100,45,Narendra Modi Stadium,Dew,Kolkata Knight Riders,Bat,0,Kolkata Knight Riders
2485,Mumbai Indians,Gujarat Titans,71.65,70.1,60,57,Wankhede Stadium,Sunny,Mumbai Indians,Bat,7,Gujarat Titans
2486,Mumbai Indians,Lucknow Super Giants,71.65,73.13,72,70,Rajiv Gandhi Stadium,Humid,Lucknow Super Giants,Field,0,Mumbai Indians
2487,Punjab Kings,Chennai Super Kings,70.57,71.19,46,74,Chinnaswamy Stadium,Dew,Chennai Super Kings,Bat,9,Chennai Super Kings
2488,Rajasthan Royals,Chennai Super Kings,72.07,71.19,51,46,Ekana Stadium,Cloudy,Rajasthan Royals,Field,8,Rajasthan Royals
2489,Kolkata Knight Riders,Rajasthan Royals,71.5,72.07,72,64,Chinnaswamy Stadium,Sunny,Kolkata Knight Riders,Bat,6,Kolkata Knight Riders
2490,Kolkata Knight Riders,Chennai Super Kings,71.5,71.19,69,59,Eden Gardens,Sunny,Chennai Super Kings,Bat,5,Chennai Super Kings
2491,Lucknow Super Giants,Chennai Super Kings,73.13,71.19,90,98,Narendra Modi Stadium,Sunny,Chennai Super Kings,Bat,3,Chennai Super Kings
2492,Rajasthan Royals,Punjab Kings,72.07,70.57,83,43,Eden Gardens,Sunny,Punjab Kings,Bat,3,Rajasthan Royals
2493,Punjab Kings,Lucknow Super Giants,70.57,73.13,69,57,Chepauk,Sunny,Lucknow Super Giants,Bat,1,Lucknow Super Giants
2494,Sunrisers Hyderabad,Delhi Capitals,72.04,71.2,100,50,Rajiv Gandhi Stadium,Sunny,Sunrisers Hyderabad,Bat,1,Sunrisers Hyderabad
2495,Royal Challengers Bengaluru,Gujarat Titans,70.57,70.1,69,63,Narendra Modi Stadium,Sunny,Royal Challengers Bengaluru,Bat,3,Royal Challengers Bengaluru
2496,Royal Challengers Bengaluru,Kolkata Knight Riders,70.57,71.5,52,83,Eden Gardens,Sunny,Kolkata Knight Riders,Field,7,Kolkata Knight Riders
2497,Punjab Kings,Kolkata Knight Riders,70.57,71.5,61,98,Narendra Modi Stadium,Dew,Punjab Kings,Field,1,Kolkata Knight Riders
2498,Lucknow Super Giants,Rajasthan Royals,73.13,72.07,49,98,Chinnaswamy Stadium,Cloudy,Lucknow Super Giants,Field,5,Rajasthan Royals
2499,Gujarat Titans,Lucknow Super Giants,70.1,73.13,99,54,Arun Jaitley Stadium,Dew,Gujarat Titans,Field,7,Gujarat Titans
2500,Lucknow Super Giants,Delhi Capitals,73.13,71.2,66,72,Ekana Stadium,Sunny,Delhi Capitals,Bat,2,Delhi Capitals
2501,Delhi Capitals,Rajasthan Royals,71.2,72.07,65,56,Chinnaswamy Stadium,Humid,Delhi Capitals,Bat,7,Delhi Capitals
2502,Punjab Kings,Chennai Super Kings,70.57,71.19,69,69,Rajiv Gandhi Stadium,Sunny,Punjab Kings,Field,4,Punjab Kings
2503,Gujarat Titans,Punjab Kings,70.1,70.57,83,80,Chinnaswamy Stadium,Sunny,Punjab Kings,Bat,0,Punjab Kings
2504,Chennai Super Kings,Punjab Kings,71.19,70.57,61,98,Ekana Stadium,Humid,Punjab Kings,Bat,0,Punjab Kings
2505,Lucknow Super Giants,Kolkata Knight Riders,73.13,71.5,84,95,Ekana Stadium,Cloudy,Lucknow Super Giants,Bat,5,Lucknow Super Giants
2506,Sunrisers Hyderabad,Punjab Kings,72.04,70.57,43,69,Arun Jaitley Stadium,Humid,Punjab Kings,Field,1,Punjab Kings
2507,Gujarat Titans,Punjab Kings,70.1,70.57,65,59,Ekana Stadium,Humid,Punjab Kings,Field,6,Gujarat Titans
2508,Punjab Kings,Sunrisers Hyderabad,70.57,72.04,50,64,Chinnaswamy Stadium,Humid,Sunrisers Hyderabad,Field,10,Sunrisers Hyderabad
2509,Royal Challengers Bengaluru,Kolkata Knight Riders,70.57,71.5,83,64,Arun Jaitley Stadium,Dew,Royal Challengers Bengaluru,Field,6,Royal Challengers Bengaluru
2510,Chennai Super Kings,Rajasthan Royals,71.19,72.07,53,73,Chepauk,Dew,Rajasthan Royals,Bat,9,Rajasthan Royals
2511,Punjab Kings,Gujarat Titans,70.57,70.1,78,63,Ekana Stadium,Sunny,Punjab Kings,Field,2,Punjab Kings
2512,Punjab Kings,Rajasthan Royals,70.57,72.07,82,90,Eden Gardens,Sunny,Rajasthan Royals,Bat,5,Rajasthan Royals
2513,Sunrisers Hyderabad,Lucknow Super Giants,72.04,73.13,66,74,Chepauk,Humid,Sunrisers Hyderabad,Bat,3,Lucknow Super Giants
2514,Sunrisers Hyderabad,Mumbai Indians,72.04,71.65,79,77,Chinnaswamy Stadium,Humid,Mumbai Indians,Field,0,Mumbai Indians
2515,Chennai Super Kings,Kolkata Knight Riders,71.19,71.5,85,54,Wankhede Stadium,Dew,Kolkata Knight Riders,Bat,3,Kolkata Knight Riders
2516,Sunrisers Hyderabad,Kolkata Knight Riders,72.04,71.5,45,48,Arun Jaitley Stadium,Cloudy,Kolkata Knight Riders,Bat,0,Kolkata Knight Riders
2517,Royal Challengers Bengaluru,Gujarat Titans,70.57,70.1,61,58,Ekana Stadium,Humid,Royal Challengers Bengaluru,Bat,1,Royal Challengers Bengaluru
2518,Royal Challengers Bengaluru,Lucknow Super Giants,70.57,73.13,56,50,Arun Jaitley Stadium,Humid,Lucknow Super Giants,Bat,8,Royal Challengers Bengaluru
2519,Chennai Super Kings,Kolkata Knight Riders,71.19,71.5,48,63,Arun Jaitley Stadium,Sunny,Kolkata Knight Riders,Field,8,Kolkata Knight Riders
2520,Lucknow Super Giants,Sunrisers Hyderabad,73.13,72.04,42,54,Chepauk,Cloudy,Lucknow Super Giants,Bat,1,Lucknow Super Giants
2521,Gujarat Titans,Delhi Capitals,70.1,71.2,75,65,Rajiv Gandhi Stadium,Cloudy,Gujarat Titans,Field,9,Gujarat Titans
2522,Royal Challengers Bengaluru,Punjab Kings,70.57,70.57,52,92,Eden Gardens,Humid,Royal Challengers Bengaluru,Field,9,Royal Challengers Bengaluru
2523,Rajasthan Royals,Punjab Kings,72.07,70.57,98,82,Rajiv Gandhi Stadium,Humid,Punjab Kings,Bat,6,Punjab Kings
2524,Royal Challengers Bengaluru,Gujarat Titans,70.57,70.1,40,70,Wankhede Stadium,Sunny,Gujarat Titans,Bat,0,Gujarat Titans
2525,Rajasthan Royals,Sunrisers Hyderabad,72.07,72.04,100,41,Chepauk,Cloudy,Rajasthan Royals,Bat,7,Rajasthan Royals
2526,Chennai Super Kings,Kolkata Knight Riders,71.19,71.5,73,71,Chepauk,Sunny,Chennai Super Kings,Field,6,Kolkata Knight Riders
2527,Lucknow Super Giants,Rajasthan Royals,73.13,72.07,62,50,Rajiv Gandhi Stadium,Dew,Rajasthan Royals,Field,2,Lucknow Super Giants
2528,Lucknow Super Giants,Punjab Kings,73.13,70.57,74,98,Arun Jaitley Stadium,Humid,Lucknow Super Giants,Bat,0,Lucknow Super Giants
2529,Sunrisers Hyderabad,Mumbai Indians,72.04,71.65,84,75,Chinnaswamy Stadium,Dew,Sunrisers Hyderabad,Field,0,Sunrisers Hyderabad
2530,Gujarat Titans,Sunrisers Hyderabad,70.1,72.04,54,48,Rajiv Gandhi Stadium,Dew,Gujarat Titans,Field,10,Sunrisers Hyderabad
2531,Punjab Kings,Lucknow Super Giants,70.57,73.13,46,63,Wankhede Stadium,Sunny,Lucknow Super Giants,Field,9,Lucknow Super Giants
2532,Lucknow Super Giants,Sunrisers Hyderabad,73.13,72.04,62,44,Chepauk,Sunny,Lucknow Super Giants,Bat,8,Lucknow Super Giants
2533,Sunrisers Hyderabad,Punjab Kings,72.04,70.57,93,40,Narendra Modi Stadium,Cloudy,Punjab Kings,Field,8,Punjab Kings
2534,Delhi Capitals,Gujarat Titans,71.2,70.1,91,47,Eden Gardens,Dew,Delhi Capitals,Field,1,Delhi Capitals
2535,Punjab Kings,Delhi Capitals,70.57,71.2,93,99,Ekana Stadium,Humid,Punjab Kings,Field,2,Punjab Kings
2536,Gujarat Titans,Chennai Super Kings,70.1,71.19,50,64,Chepauk,Humid,Gujarat Titans,Bat,1,Chennai Super Kings
2537,Punjab Kings,Gujarat Titans,70.57,70.1,55,88,Rajiv Gandhi Stadium,Dew,Gujarat Titans,Bat,4,Gujarat Titans
2538,Delhi Capitals,Kolkata Knight Riders,71.2,71.5,79,97,Ekana Stadium,Dew,Delhi Capitals,Field,5,Kolkata Knight Riders
2539,Kolkata Knight Riders,Mumbai Indians,71.5,71.65,97,73,Wankhede Stadium,Cloudy,Kolkata Knight Riders,Bat,4,Kolkata Knight Riders
2540,Sunrisers Hyderabad,Kolkata Knight Riders,72.04,71.5,70,77,Rajiv Gandhi Stadium,Sunny,Sunrisers Hyderabad,Bat,9,Kolkata Knight Riders
2541,Delhi Capitals,Punjab Kings,71.2,70.57,54,70,Rajiv Gandhi Stadium,Cloudy,Punjab Kings,Bat,6,Punjab Kings
2542,Sunrisers Hyderabad,Gujarat Titans,72.04,70.1,63,56,Chepauk,Sunny,Sunrisers Hyderabad,Field,9,Gujarat Titans
2543,Kolkata Knight Riders,Lucknow Super Giants,71.5,73.13,98,46,Arun Jaitley Stadium,Cloudy,Lucknow Super Giants,Bat,1,Kolkata Knight Riders
2544,Sunrisers Hyderabad,Chennai Super Kings,72.04,71.19,59,98,Eden Gardens,Humid,Chennai Super Kings,Field,6,Chennai Super Kings
2545,Rajasthan Royals,Royal Challengers Bengaluru,72.07,70.57,57,48,Chinnaswamy Stadium,Cloudy,Royal Challengers Bengaluru,Field,7,Rajasthan Royals
2546,Mumbai Indians,Delhi Capitals,71.65,71.2,79,66,Rajiv Gandhi Stadium,Dew,Delhi Capitals,Bat,5,Delhi Capitals
2547,Sunrisers Hyderabad,Chennai Super Kings,72.04,71.19,89,98,Chepauk,Humid,Chennai Super Kings,Bat,6,Chennai Super Kings
2548,Gujarat Titans,Lucknow Super Giants,70.1,73.13,76,42,Wankhede Stadium,Dew,Lucknow Super Giants,Field,6,Lucknow Super Giants
2549,Sunrisers Hyderabad,Punjab Kings,72.04,70.57,72,71,Chinnaswamy Stadium,Humid,Punjab Kings,Field,10,Punjab Kings
2550,Mumbai Indians,Rajasthan Royals,71.65,72.07,65,79,Ekana Stadium,Cloudy,Mumbai Indians,Field,7,Rajasthan Royals
2551,Gujarat Titans,Mumbai Indians,70.1,71.65,79,52,Narendra Modi Stadium,Cloudy,Mumbai Indians,Bat,4,Gujarat Titans
2552,Gujarat Titans,Sunrisers Hyderabad,70.1,72.04,90,84,Arun Jaitley Stadium,Cloudy,Sunrisers Hyderabad,Bat,5,Gujarat Titans
2553,Royal Challengers Bengaluru,Rajasthan Royals,70.57,72.07,97,54,Chinnaswamy Stadium,Sunny,Rajasthan Royals,Bat,4,Royal Challengers Bengaluru
2554,Mumbai Indians,Lucknow Super Giants,71.65,73.13,51,54,Rajiv Gandhi Stadium,Humid,Mumbai Indians,Bat,2,Lucknow Super Giants
2555,Gujarat Titans,Royal Challengers Bengaluru,70.1,70.57,63,52,Ekana Stadium,Cloudy,Gujarat Titans,Bat,3,Gujarat Titans
2556,Lucknow Super Giants,Sunrisers Hyderabad,73.13,72.04,55,92,Chepauk,Humid,Lucknow Super Giants,Bat,7,Sunrisers Hyderabad
2557,Royal Challengers Bengaluru,Punjab Kings,70.57,70.57,43,91,Narendra Modi Stadium,Sunny,Punjab Kings,Bat,2,Punjab Kings
2558,Delhi Capitals,Chennai Super Kings,71.2,71.19,59,44,Eden Gardens,Cloudy,Chennai Super Kings,Field,1,Chennai Super Kings
2559,Lucknow Super Giants,Punjab Kings,73.13,70.57,89,73,Eden Gardens,Sunny,Lucknow Super Giants,Field,0,Lucknow Super Giants
2560,Kolkata Knight Riders,Gujarat Titans,71.5,70.1,99,88,Eden Gardens,Dew,Kolkata Knight Riders,Field,7,Kolkata Knight Riders
2561,Rajasthan Royals,Chennai Super Kings,72.07,71.19,67,91,Chinnaswamy Stadium,Cloudy,Rajasthan Royals,Field,6,Chennai Super Kings
2562,Chennai Super Kings,Sunrisers Hyderabad,71.19,72.04,94,94,Eden Gardens,Humid,Sunrisers Hyderabad,Bat,5,Sunrisers Hyderabad
2563,Chennai Super Kings,Rajasthan Royals,71.19,72.07,60,42,Narendra Modi Stadium,Cloudy,Chennai Super Kings,Field,9,Chennai Super Kings
2564,Chennai Super Kings,Punjab Kings,71.19,70.57,69,96,Eden Gardens,Humid,Chennai Super Kings,Bat,6,Punjab Kings
